%Beach characteristics derived from lidar surveys, compiled by USGS PCMSC on 20210120_1525
%iso_lon    %iso_lat    %sl_lon    %sl_lat    %dom_runup    %slope    %95_up  %95_low    %dhigh    %dlow    %esi    %runup_usefrac    %month    %year
   235.860     41.2443    235.89350     41.23963     0      0.10568      0.13383      0.07753        27.54         6.78 3A 1.00     4  2016
   235.859     41.2394    235.89246     41.23556     0      0.12553      0.22083      0.03023        13.89         3.95 6A 1.00     4  2016
   235.857     41.2348    235.89244     41.22955     0      0.06073      0.07122      0.05024        21.03         6.58  5 1.00     4  2016
   235.855     41.2304    235.89118     41.22527     0      0.08656      0.15722      0.01590         3.89         1.45 3A 1.00     4  2016
   235.853     41.2255    235.88881     41.21922     0      0.10473      0.18947      0.01998        22.96         3.40 3A 1.00     4  2016
   235.853     41.2206    235.88665     41.21323     0      0.06499      0.14844      0.00000        23.41         5.68 3A 1.00     4  2016
   235.851     41.2157    235.88474     41.20797     0      0.09703      0.16136      0.03271         4.40         1.43 3A 1.00     4  2016
   235.849     41.2114    235.88293     41.20376     0      0.10072      0.17773      0.02370         1.82         1.41 3A 1.00     4  2016
   235.847     41.2067    235.88088     41.19858     0      0.10391      0.13262      0.07520         1.54         1.42 3A 1.00     4  2016
   235.846     41.2020    235.87909     41.19429     0      0.12167      0.20089      0.04246         4.37         1.46  4 1.00     4  2016
   235.843     41.1976    235.87679     41.18914     0      0.10266      0.17447      0.03085         2.26         1.46  4 1.00     4  2016
   235.842     41.1927    235.87492     41.18495     0      0.09577      0.21652      0.00000         2.14         1.47  4 1.00     4  2016
   235.840     41.1882    235.87273     41.17974     0      0.08829      0.15836      0.01822         4.23         1.41  4 1.00     4  2016
   235.838     41.1836    235.87077     41.17552     0      0.06326      0.11517      0.01135         4.80         1.42  4 1.00     4  2016
   235.836     41.1789    235.86766     41.16777     0      0.09779      0.14972      0.04585         2.98         1.37  4 1.00     4  2016
   235.833     41.1746    235.86436     41.16005     0      0.07556      0.09298      0.05814        18.54         5.52  4 1.00     4  2016
   235.832     41.1701    235.86123     41.15207     0      0.07610      0.12603      0.02617        30.10         7.02  4 1.00     4  2016
   235.829     41.1656    235.85776     41.14548     0      0.06293      0.07478      0.05108        29.04         8.20  5 1.00     4  2016
   235.828     41.1608    235.85263     41.14109     0      0.05788      0.09645      0.01930        10.92         3.48  5 1.00     4  2016
   235.827     41.1560    235.84552     41.14127     0      0.13999      0.22591      0.05407        20.03         2.88 2A 1.00     4  2016
   235.825     41.1512    235.83814     41.14058     1      0.53163      0.87891      0.18435        29.79         0.00 6A 0.81     4  2016
   235.824     41.1462    235.83640     41.13868     0      0.09308      0.28898      0.00000        17.61         0.68 2A 1.00     4  2016
   235.823     41.1414    235.83704     41.13719     0      0.09643      0.21660      0.00000        17.80         3.17 2A 1.00     4  2016
   235.821     41.1367    235.83785     41.13488     0      0.11111      0.22434      0.00000        18.25         2.58 1A 0.82     4  2016
   235.819     41.1322    235.83730     41.13166     0      0.14219      0.21213      0.07225        10.52         3.23 6A 1.00     4  2016
   235.819     41.1272    235.83584     41.12874     0      0.14779      0.19444      0.10114        21.98         3.41 2A 1.00     4  2016
   235.819     41.1222    235.84046     41.12362     0      0.14371      0.17171      0.11571        13.21         3.01 2A 1.00     4  2016
   235.819     41.1172    235.84008     41.11820     0      0.13133      0.22161      0.04105        26.57         3.82 2A 1.00     4  2016
   235.819     41.1122    235.84052     41.11200     0      0.14434      0.29618      0.00000        12.82         3.70 2A 0.95     4  2016
   235.819     41.1072    235.83879     41.10646     0      0.13153      0.21103      0.05203        23.92         4.81 2A 1.00     4  2016
   235.819     41.1021    235.83760     41.10259     0      0.13926      0.27157      0.00695        22.23         3.15 2A 1.00     4  2016
   235.820     41.0972    235.84018     41.09814     0      0.13706      0.29967      0.00000        16.69         2.93 2A 1.00     4  2016
   235.821     41.0923    235.84250     41.09213     0      0.12105      0.16825      0.07386        10.80         2.44 2A 1.00     4  2016
   235.822     41.0875    235.84567     41.08720     0      0.13076      0.19302      0.06850        16.99         4.86 2A 1.00     4  2016
   235.823     41.0826    235.84340     41.08469     0      0.11516      0.21433      0.01598        18.21         2.05 2A 0.97     4  2016
   235.824     41.0776    235.84442     41.07824     0      0.14938      0.21186      0.08691        29.34         2.46 1A 1.00     4  2016
   235.824     41.0726    235.84106     41.07332     0      0.12409      0.17914      0.06903        27.63         2.66  5 0.99     4  2016
   235.824     41.0676    235.84158     41.06880     2      3.31121          NaN          NaN        14.78         0.00 1A 0.72     4  2016
   235.824     41.0625    235.84960     41.06640     0      0.04909      0.05963      0.03856        29.24         2.75 3A 1.00     4  2016
   235.825     41.0575    235.85091     41.06249     0      0.08329      0.14793      0.01866        12.38         2.98 3A 1.00     4  2016
   235.826     41.0526    235.84948     41.05690     0      0.05272      0.07581      0.02963         7.21         3.67 1A 1.00     4  2016
