%Beach characteristics derived from lidar surveys, compiled by USGS PCMSC on 20210120_1521
%iso_lon    %iso_lat    %sl_lon    %sl_lat    %dom_runup    %slope    %95_up  %95_low    %dhigh    %dlow    %esi    %runup_usefrac    %month    %year
   239.350     35.0973    239.36936     35.09799     0      0.05204      0.07092      0.03315         2.47         1.66 3A 1.00     4  2016
   239.351     35.0921    239.36972     35.09260     0      0.03319      0.05761      0.00876         7.46         3.40 3A 1.00     4  2016
   239.350     35.0871    239.37000     35.08810     0      0.05677      0.07444      0.03910        11.50         4.00 3A 1.00     4  2016
   239.351     35.0822    239.37007     35.08270     0      0.03360      0.03849      0.02871         6.20         3.65 3A 1.00     4  2016
   239.350     35.0770    239.37030     35.07730     0      0.02833      0.07314      0.00000         2.51         1.66 3A 1.00     4  2016
   239.351     35.0718    239.37031     35.07100     0      0.03724      0.07242      0.00205         3.24         1.85 3A 1.00     4  2016
   239.350     35.0665    239.36994     35.06561     0      0.04272      0.08344      0.00200        10.38         5.69 3A 1.00     4  2016
   239.350     35.0613    239.36942     35.06024     0      0.02944      0.04071      0.01818        10.59         6.84 3A 1.00     4  2016
   239.349     35.0560    239.36917     35.05480     0      0.03185      0.04249      0.02121        10.76         7.10 3A 1.00     4  2016
   239.348     35.0508    239.36872     35.04941     0      0.08323      0.17734      0.00000        11.41         1.60 3A 1.00     4  2016
   239.349     35.0455    239.36746     35.04329     0      0.06068      0.17962      0.00000         3.93         3.24 3A 1.00     4  2016
   239.348     35.0402    239.36673     35.03792     0      0.09030      0.21609      0.00000        10.35         3.02 3A 1.00     4  2016
   239.347     35.0351    239.36595     35.03264     0      0.05033      0.22550      0.00000         2.41         1.57 3A 1.00     4  2016
   239.346     35.0299    239.36532     35.02731     0      0.10857      0.20961      0.00754         3.00         1.54 3A 1.00     4  2016
   239.344     35.0249    239.36437     35.02283     0      0.06407      0.09274      0.03539         5.14         3.63 3A 1.00     4  2016
   239.343     35.0197    239.36341     35.01753     0      0.09963      0.17118      0.02807         5.85         1.61 3A 1.00     4  2016
   239.341     35.0149    239.36192     35.01226     0      0.07424      0.11680      0.03167         5.94         3.38 3A 1.00     4  2016
   239.339     35.0100    239.36100     35.00690     0      0.10618      0.18723      0.02513         2.30         1.64 3A 1.00     4  2016
   239.338     35.0048    239.35908     35.00085     0      0.05421      0.08013      0.02829         6.12         3.13 3A 1.00     4  2016
   239.338     34.9995    239.35813     34.99560     0      0.11368      0.18178      0.04557         2.60         1.58 3A 1.00     4  2016
   239.336     34.9945    239.35624     34.98947     0      0.10023      0.15360      0.04686         6.55         1.56 3A 1.00     4  2016
   239.335     34.9893    239.35499     34.98423     0      0.09321      0.19627      0.00000         6.36         2.88 3A 1.00     4  2016
   239.334     34.9841    239.35295     34.97908     0      0.09288      0.29482      0.00000         2.63         1.59 3A 1.00     4  2016
   239.333     34.9789    239.35208     34.97532     0      0.08541      0.17728      0.00000         3.28         1.58 3A 1.00     4  2016
   239.331     34.9741    239.35037     34.97053     0      0.11530      0.18847      0.04213         3.27         1.65 3A 1.00     4  2016
   239.329     34.9692    239.34856     34.96532     0      0.10731      0.29010      0.00000         3.40         1.56 3A 1.00     4  2016
   239.327     34.9643    239.34673     34.96013     0      0.12339      0.25299      0.00000         1.88         1.57 3A 1.00     4  2016
   239.325     34.9593    239.34496     34.95491     0      0.11045      0.18847      0.03243         4.02         0.63 3A 1.00     4  2016
